Country,Year,Risk,Variable,Value,Unit,Sex,Age
Timor-Leste,2003,Ambient Particulate Matter,DALYs,2320.0,Number,Both,Less than 15 years old
Timor-Leste,2004,Ambient Particulate Matter,DALYs,2395.0,Number,Both,Less than 15 years old
Timor-Leste,2005,Ambient Particulate Matter,DALYs,2427.0,Number,Both,Less than 15 years old
Timor-Leste,2006,Ambient Particulate Matter,DALYs,2364.0,Number,Both,Less than 15 years old
Timor-Leste,2007,Ambient Particulate Matter,DALYs,2425.0,Number,Both,Less than 15 years old
Timor-Leste,2008,Ambient Particulate Matter,DALYs,2412.0,Number,Both,Less than 15 years old
Timor-Leste,2009,Ambient Particulate Matter,DALYs,2447.0,Number,Both,Less than 15 years old
Timor-Leste,2010,Ambient Particulate Matter,DALYs,2424.0,Number,Both,Less than 15 years old
Timor-Leste,2011,Ambient Particulate Matter,DALYs,2399.0,Number,Both,Less than 15 years old
Timor-Leste,2012,Ambient Particulate Matter,DALYs,2386.0,Number,Both,Less than 15 years old
Timor-Leste,2013,Ambient Particulate Matter,DALYs,2322.0,Number,Both,Less than 15 years old
Timor-Leste,2014,Ambient Particulate Matter,DALYs,2318.0,Number,Both,Less than 15 years old
Timor-Leste,2015,Ambient Particulate Matter,DALYs,2347.0,Number,Both,Less than 15 years old
Timor-Leste,2016,Ambient Particulate Matter,DALYs,2377.0,Number,Both,Less than 15 years old
Timor-Leste,2017,Ambient Particulate Matter,DALYs,2309.0,Number,Both,Less than 15 years old
Timor-Leste,2018,Ambient Particulate Matter,DALYs,2273.0,Number,Both,Less than 15 years old
Timor-Leste,2019,Ambient Particulate Matter,DALYs,2257.0,Number,Both,Less than 15 years old
Timor-Leste,1990,Ambient Particulate Matter,DALYs,393.0,Number,Both,15 to 64 years old
Timor-Leste,1991,Ambient Particulate Matter,DALYs,397.0,Number,Both,15 to 64 years old
Timor-Leste,1992,Ambient Particulate Matter,DALYs,411.0,Number,Both,15 to 64 years old
Timor-Leste,1993,Ambient Particulate Matter,DALYs,421.0,Number,Both,15 to 64 years old
Timor-Leste,1994,Ambient Particulate Matter,DALYs,423.0,Number,Both,15 to 64 years old
Timor-Leste,1995,Ambient Particulate Matter,DALYs,430.0,Number,Both,15 to 64 years old
Timor-Leste,1996,Ambient Particulate Matter,DALYs,428.0,Number,Both,15 to 64 years old
Timor-Leste,1997,Ambient Particulate Matter,DALYs,419.0,Number,Both,15 to 64 years old
Timor-Leste,1998,Ambient Particulate Matter,DALYs,428.0,Number,Both,15 to 64 years old
Timor-Leste,1999,Ambient Particulate Matter,DALYs,437.0,Number,Both,15 to 64 years old
Timor-Leste,2000,Ambient Particulate Matter,DALYs,470.0,Number,Both,15 to 64 years old
Timor-Leste,2001,Ambient Particulate Matter,DALYs,500.0,Number,Both,15 to 64 years old
Timor-Leste,2002,Ambient Particulate Matter,DALYs,554.0,Number,Both,15 to 64 years old
Timor-Leste,2003,Ambient Particulate Matter,DALYs,645.0,Number,Both,15 to 64 years old
Timor-Leste,2004,Ambient Particulate Matter,DALYs,706.0,Number,Both,15 to 64 years old
Timor-Leste,2005,Ambient Particulate Matter,DALYs,815.0,Number,Both,15 to 64 years old
Timor-Leste,2006,Ambient Particulate Matter,DALYs,900.0,Number,Both,15 to 64 years old
Timor-Leste,2007,Ambient Particulate Matter,DALYs,1033.0,Number,Both,15 to 64 years old
Timor-Leste,2008,Ambient Particulate Matter,DALYs,1140.0,Number,Both,15 to 64 years old
Timor-Leste,2009,Ambient Particulate Matter,DALYs,1305.0,Number,Both,15 to 64 years old
Timor-Leste,2010,Ambient Particulate Matter,DALYs,1399.0,Number,Both,15 to 64 years old
Timor-Leste,2011,Ambient Particulate Matter,DALYs,1563.0,Number,Both,15 to 64 years old
Timor-Leste,2012,Ambient Particulate Matter,DALYs,1700.0,Number,Both,15 to 64 years old
Timor-Leste,2013,Ambient Particulate Matter,DALYs,1839.0,Number,Both,15 to 64 years old
Timor-Leste,2014,Ambient Particulate Matter,DALYs,2018.0,Number,Both,15 to 64 years old
Timor-Leste,2015,Ambient Particulate Matter,DALYs,2062.0,Number,Both,15 to 64 years old
Timor-Leste,2016,Ambient Particulate Matter,DALYs,2171.0,Number,Both,15 to 64 years old
Timor-Leste,2017,Ambient Particulate Matter,DALYs,2277.0,Number,Both,15 to 64 years old
Timor-Leste,2018,Ambient Particulate Matter,DALYs,2386.0,Number,Both,15 to 64 years old
Timor-Leste,2019,Ambient Particulate Matter,DALYs,2485.0,Number,Both,15 to 64 years old
Timor-Leste,1990,Ambient Particulate Matter,DALYs,162.0,Number,Both,More than 64 years old
Timor-Leste,1991,Ambient Particulate Matter,DALYs,170.0,Number,Both,More than 64 years old
Timor-Leste,1992,Ambient Particulate Matter,DALYs,180.0,Number,Both,More than 64 years old
Timor-Leste,1993,Ambient Particulate Matter,DALYs,192.0,Number,Both,More than 64 years old
Timor-Leste,1994,Ambient Particulate Matter,DALYs,204.0,Number,Both,More than 64 years old
Timor-Leste,1995,Ambient Particulate Matter,DALYs,216.0,Number,Both,More than 64 years old
Timor-Leste,1996,Ambient Particulate Matter,DALYs,230.0,Number,Both,More than 64 years old
Timor-Leste,1997,Ambient Particulate Matter,DALYs,244.0,Number,Both,More than 64 years old
Timor-Leste,1998,Ambient Particulate Matter,DALYs,264.0,Number,Both,More than 64 years old
Timor-Leste,1999,Ambient Particulate Matter,DALYs,284.0,Number,Both,More than 64 years old
Timor-Leste,2000,Ambient Particulate Matter,DALYs,296.0,Number,Both,More than 64 years old
Timor-Leste,2001,Ambient Particulate Matter,DALYs,326.0,Number,Both,More than 64 years old
Timor-Leste,2002,Ambient Particulate Matter,DALYs,376.0,Number,Both,More than 64 years old
Timor-Leste,2003,Ambient Particulate Matter,DALYs,444.0,Number,Both,More than 64 years old
Timor-Leste,2004,Ambient Particulate Matter,DALYs,516.0,Number,Both,More than 64 years old
Timor-Leste,2005,Ambient Particulate Matter,DALYs,584.0,Number,Both,More than 64 years old
Timor-Leste,2006,Ambient Particulate Matter,DALYs,665.0,Number,Both,More than 64 years old
Timor-Leste,2007,Ambient Particulate Matter,DALYs,775.0,Number,Both,More than 64 years old
Timor-Leste,2008,Ambient Particulate Matter,DALYs,900.0,Number,Both,More than 64 years old
Timor-Leste,2009,Ambient Particulate Matter,DALYs,1053.0,Number,Both,More than 64 years old
Timor-Leste,2010,Ambient Particulate Matter,DALYs,1252.0,Number,Both,More than 64 years old
Timor-Leste,2011,Ambient Particulate Matter,DALYs,1407.0,Number,Both,More than 64 years old
Timor-Leste,2012,Ambient Particulate Matter,DALYs,1539.0,Number,Both,More than 64 years old
Timor-Leste,2013,Ambient Particulate Matter,DALYs,1641.0,Number,Both,More than 64 years old
Timor-Leste,2014,Ambient Particulate Matter,DALYs,1700.0,Number,Both,More than 64 years old
Timor-Leste,2015,Ambient Particulate Matter,DALYs,1915.0,Number,Both,More than 64 years old
Timor-Leste,2016,Ambient Particulate Matter,DALYs,2017.0,Number,Both,More than 64 years old
Timor-Leste,2017,Ambient Particulate Matter,DALYs,2119.0,Number,Both,More than 64 years old
Timor-Leste,2018,Ambient Particulate Matter,DALYs,2210.0,Number,Both,More than 64 years old
Timor-Leste,2019,Ambient Particulate Matter,DALYs,2289.0,Number,Both,More than 64 years old
Viet Nam,1990,Ambient Particulate Matter,DALYs,342430.0,Number,Both,All
Viet Nam,1991,Ambient Particulate Matter,DALYs,350301.0,Number,Both,All
Viet Nam,1992,Ambient Particulate Matter,DALYs,357957.0,Number,Both,All
Viet Nam,1993,Ambient Particulate Matter,DALYs,365935.0,Number,Both,All
Viet Nam,1994,Ambient Particulate Matter,DALYs,374453.0,Number,Both,All
Viet Nam,1995,Ambient Particulate Matter,DALYs,383786.0,Number,Both,All
Viet Nam,1996,Ambient Particulate Matter,DALYs,395156.0,Number,Both,All
Viet Nam,1997,Ambient Particulate Matter,DALYs,409228.0,Number,Both,All
Viet Nam,1998,Ambient Particulate Matter,DALYs,426244.0,Number,Both,All
Viet Nam,1999,Ambient Particulate Matter,DALYs,446739.0,Number,Both,All
Viet Nam,2000,Ambient Particulate Matter,DALYs,469787.0,Number,Both,All
Viet Nam,2001,Ambient Particulate Matter,DALYs,500912.0,Number,Both,All
Viet Nam,2002,Ambient Particulate Matter,DALYs,536469.0,Number,Both,All
Viet Nam,2003,Ambient Particulate Matter,DALYs,578049.0,Number,Both,All
Viet Nam,2004,Ambient Particulate Matter,DALYs,622451.0,Number,Both,All
Viet Nam,2005,Ambient Particulate Matter,DALYs,665150.0,Number,Both,All
Viet Nam,2006,Ambient Particulate Matter,DALYs,711401.0,Number,Both,All
Viet Nam,2007,Ambient Particulate Matter,DALYs,769100.0,Number,Both,All
Viet Nam,2008,Ambient Particulate Matter,DALYs,826509.0,Number,Both,All
Viet Nam,2009,Ambient Particulate Matter,DALYs,875529.0,Number,Both,All
Viet Nam,2010,Ambient Particulate Matter,DALYs,902644.0,Number,Both,All
Viet Nam,2011,Ambient Particulate Matter,DALYs,915552.0,Number,Both,All
Viet Nam,2012,Ambient Particulate Matter,DALYs,920272.0,Number,Both,All
Viet Nam,2013,Ambient Particulate Matter,DALYs,923415.0,Number,Both,All
Viet Nam,2014,Ambient Particulate Matter,DALYs,924660.0,Number,Both,All
Viet Nam,2015,Ambient Particulate Matter,DALYs,927081.0,Number,Both,All
Viet Nam,2016,Ambient Particulate Matter,DALYs,933747.0,Number,Both,All
Viet Nam,2017,Ambient Particulate Matter,DALYs,946108.0,Number,Both,All
Viet Nam,2018,Ambient Particulate Matter,DALYs,972360.0,Number,Both,All
Viet Nam,2019,Ambient Particulate Matter,DALYs,1012307.0,Number,Both,All
Viet Nam,1990,Ambient Particulate Matter,DALYs,138045.0,Number,Both,Less than 15 years old
Viet Nam,1991,Ambient Particulate Matter,DALYs,135541.0,Number,Both,Less than 15 years old
Viet Nam,1992,Ambient Particulate Matter,DALYs,131936.0,Number,Both,Less than 15 years old
Viet Nam,1993,Ambient Particulate Matter,DALYs,127572.0,Number,Both,Less than 15 years old
Viet Nam,1994,Ambient Particulate Matter,DALYs,122604.0,Number,Both,Less than 15 years old
Viet Nam,1995,Ambient Particulate Matter,DALYs,117554.0,Number,Both,Less than 15 years old
Viet Nam,1996,Ambient Particulate Matter,DALYs,112812.0,Number,Both,Less than 15 years old
Viet Nam,1997,Ambient Particulate Matter,DALYs,108638.0,Number,Both,Less than 15 years old
Viet Nam,1998,Ambient Particulate Matter,DALYs,105359.0,Number,Both,Less than 15 years old
Viet Nam,1999,Ambient Particulate Matter,DALYs,102963.0,Number,Both,Less than 15 years old
Viet Nam,2000,Ambient Particulate Matter,DALYs,101124.0,Number,Both,Less than 15 years old
Viet Nam,2001,Ambient Particulate Matter,DALYs,100084.0,Number,Both,Less than 15 years old
Viet Nam,2002,Ambient Particulate Matter,DALYs,100206.0,Number,Both,Less than 15 years old
Viet Nam,2003,Ambient Particulate Matter,DALYs,103197.0,Number,Both,Less than 15 years old
Viet Nam,2004,Ambient Particulate Matter,DALYs,106205.0,Number,Both,Less than 15 years old
Viet Nam,2005,Ambient Particulate Matter,DALYs,107209.0,Number,Both,Less than 15 years old
Viet Nam,2006,Ambient Particulate Matter,DALYs,107621.0,Number,Both,Less than 15 years old
Viet Nam,2007,Ambient Particulate Matter,DALYs,108600.0,Number,Both,Less than 15 years old
Viet Nam,2008,Ambient Particulate Matter,DALYs,109502.0,Number,Both,Less than 15 years old
Viet Nam,2009,Ambient Particulate Matter,DALYs,108873.0,Number,Both,Less than 15 years old
Viet Nam,2010,Ambient Particulate Matter,DALYs,106471.0,Number,Both,Less than 15 years old
Viet Nam,2011,Ambient Particulate Matter,DALYs,101229.0,Number,Both,Less than 15 years old
Viet Nam,2012,Ambient Particulate Matter,DALYs,94325.0,Number,Both,Less than 15 years old
Viet Nam,2013,Ambient Particulate Matter,DALYs,87040.0,Number,Both,Less than 15 years old
Viet Nam,2014,Ambient Particulate Matter,DALYs,79320.0,Number,Both,Less than 15 years old
Viet Nam,2015,Ambient Particulate Matter,DALYs,73248.0,Number,Both,Less than 15 years old
Viet Nam,2016,Ambient Particulate Matter,DALYs,66441.0,Number,Both,Less than 15 years old
Viet Nam,2017,Ambient Particulate Matter,DALYs,60277.0,Number,Both,Less than 15 years old
Viet Nam,2018,Ambient Particulate Matter,DALYs,55856.0,Number,Both,Less than 15 years old
Viet Nam,2019,Ambient Particulate Matter,DALYs,52943.0,Number,Both,Less than 15 years old
Viet Nam,1990,Ambient Particulate Matter,DALYs,108668.0,Number,Both,15 to 64 years old
Viet Nam,1991,Ambient Particulate Matter,DALYs,113709.0,Number,Both,15 to 64 years old
Viet Nam,1992,Ambient Particulate Matter,DALYs,119075.0,Number,Both,15 to 64 years old
Viet Nam,1993,Ambient Particulate Matter,DALYs,124718.0,Number,Both,15 to 64 years old
Viet Nam,1994,Ambient Particulate Matter,DALYs,130662.0,Number,Both,15 to 64 years old
Viet Nam,1995,Ambient Particulate Matter,DALYs,136384.0,Number,Both,15 to 64 years old
Viet Nam,1996,Ambient Particulate Matter,DALYs,142818.0,Number,Both,15 to 64 years old
Viet Nam,1997,Ambient Particulate Matter,DALYs,150100.0,Number,Both,15 to 64 years old
Viet Nam,1998,Ambient Particulate Matter,DALYs,158462.0,Number,Both,15 to 64 years old
Viet Nam,1999,Ambient Particulate Matter,DALYs,168404.0,Number,Both,15 to 64 years old
Viet Nam,2000,Ambient Particulate Matter,DALYs,179435.0,Number,Both,15 to 64 years old
Viet Nam,2001,Ambient Particulate Matter,DALYs,196278.0,Number,Both,15 to 64 years old
Viet Nam,2002,Ambient Particulate Matter,DALYs,215156.0,Number,Both,15 to 64 years old
Viet Nam,2003,Ambient Particulate Matter,DALYs,236155.0,Number,Both,15 to 64 years old
Viet Nam,2004,Ambient Particulate Matter,DALYs,259529.0,Number,Both,15 to 64 years old
Viet Nam,2005,Ambient Particulate Matter,DALYs,283449.0,Number,Both,15 to 64 years old
Viet Nam,2006,Ambient Particulate Matter,DALYs,310822.0,Number,Both,15 to 64 years old
Viet Nam,2007,Ambient Particulate Matter,DALYs,346798.0,Number,Both,15 to 64 years old
Viet Nam,2008,Ambient Particulate Matter,DALYs,383990.0,Number,Both,15 to 64 years old
Viet Nam,2009,Ambient Particulate Matter,DALYs,418629.0,Number,Both,15 to 64 years old
Viet Nam,2010,Ambient Particulate Matter,DALYs,440921.0,Number,Both,15 to 64 years old
Viet Nam,2011,Ambient Particulate Matter,DALYs,457741.0,Number,Both,15 to 64 years old
Viet Nam,2012,Ambient Particulate Matter,DALYs,470844.0,Number,Both,15 to 64 years old
Viet Nam,2013,Ambient Particulate Matter,DALYs,483606.0,Number,Both,15 to 64 years old
Viet Nam,2014,Ambient Particulate Matter,DALYs,494575.0,Number,Both,15 to 64 years old
Viet Nam,2015,Ambient Particulate Matter,DALYs,508487.0,Number,Both,15 to 64 years old
Viet Nam,2016,Ambient Particulate Matter,DALYs,515778.0,Number,Both,15 to 64 years old
Viet Nam,2017,Ambient Particulate Matter,DALYs,526094.0,Number,Both,15 to 64 years old
Viet Nam,2018,Ambient Particulate Matter,DALYs,542744.0,Number,Both,15 to 64 years old
Viet Nam,2019,Ambient Particulate Matter,DALYs,565676.0,Number,Both,15 to 64 years old
Viet Nam,1990,Ambient Particulate Matter,DALYs,95717.0,Number,Both,More than 64 years old
Viet Nam,1991,Ambient Particulate Matter,DALYs,101051.0,Number,Both,More than 64 years old
Viet Nam,1992,Ambient Particulate Matter,DALYs,106947.0,Number,Both,More than 64 years old
Viet Nam,1993,Ambient Particulate Matter,DALYs,113645.0,Number,Both,More than 64 years old
Viet Nam,1994,Ambient Particulate Matter,DALYs,121187.0,Number,Both,More than 64 years old
Viet Nam,1995,Ambient Particulate Matter,DALYs,129848.0,Number,Both,More than 64 years old
Viet Nam,1996,Ambient Particulate Matter,DALYs,139527.0,Number,Both,More than 64 years old
Viet Nam,1997,Ambient Particulate Matter,DALYs,150490.0,Number,Both,More than 64 years old
Viet Nam,1998,Ambient Particulate Matter,DALYs,162423.0,Number,Both,More than 64 years old
Viet Nam,1999,Ambient Particulate Matter,DALYs,175372.0,Number,Both,More than 64 years old
Viet Nam,2000,Ambient Particulate Matter,DALYs,189228.0,Number,Both,More than 64 years old
Viet Nam,2001,Ambient Particulate Matter,DALYs,204550.0,Number,Both,More than 64 years old
Viet Nam,2002,Ambient Particulate Matter,DALYs,221107.0,Number,Both,More than 64 years old
Viet Nam,2003,Ambient Particulate Matter,DALYs,238697.0,Number,Both,More than 64 years old
Viet Nam,2004,Ambient Particulate Matter,DALYs,256718.0,Number,Both,More than 64 years old
Viet Nam,2005,Ambient Particulate Matter,DALYs,274492.0,Number,Both,More than 64 years old
Viet Nam,2006,Ambient Particulate Matter,DALYs,292958.0,Number,Both,More than 64 years old
Viet Nam,2007,Ambient Particulate Matter,DALYs,313702.0,Number,Both,More than 64 years old
Viet Nam,2008,Ambient Particulate Matter,DALYs,333017.0,Number,Both,More than 64 years old
Viet Nam,2009,Ambient Particulate Matter,DALYs,348026.0,Number,Both,More than 64 years old
Viet Nam,2010,Ambient Particulate Matter,DALYs,355253.0,Number,Both,More than 64 years old
Viet Nam,2011,Ambient Particulate Matter,DALYs,356583.0,Number,Both,More than 64 years old
Viet Nam,2012,Ambient Particulate Matter,DALYs,355103.0,Number,Both,More than 64 years old
Viet Nam,2013,Ambient Particulate Matter,DALYs,352769.0,Number,Both,More than 64 years old
Viet Nam,2014,Ambient Particulate Matter,DALYs,350765.0,Number,Both,More than 64 years old
Viet Nam,2015,Ambient Particulate Matter,DALYs,345346.0,Number,Both,More than 64 years old
Viet Nam,2016,Ambient Particulate Matter,DALYs,351529.0,Number,Both,More than 64 years old
Viet Nam,2017,Ambient Particulate Matter,DALYs,359737.0,Number,Both,More than 64 years old
Viet Nam,2018,Ambient Particulate Matter,DALYs,373761.0,Number,Both,More than 64 years old
Viet Nam,2019,Ambient Particulate Matter,DALYs,393688.0,Number,Both,More than 64 years old
